DocumentPlenumSessionID,PlenumSessionID,GroupTypeID,GroupTypeDesc,ApplicationID,ApplicationDesc,FilePath,LastUpdatedDate,Unnamed: 0
129154,22092.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129154.doc,2010-06-03T06:56:14.917,
129155,22090.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129155.doc,2010-06-03T06:56:15.12,
129156,21713.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129156.doc,2010-06-03T06:56:15.333,
129157,21711.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129157.doc,2010-06-03T06:56:15.537,
129158,21710.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129158.doc,2010-06-03T06:56:15.737,
129159,21331.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129159.doc,2010-06-03T06:56:15.943,
129160,21329.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129160.doc,2010-06-03T06:56:16.2,
129161,20851.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129161.doc,2010-06-03T06:56:16.393,
129162,9630.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129162.doc,2010-06-03T06:56:16.63,
129163,20481.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129163.doc,2010-06-03T06:56:16.843,
129164,20479.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129164.doc,2010-06-03T06:56:17.073,
129165,20478.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129165.doc,2010-06-03T06:56:17.29,
129166,20248.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129166.doc,2010-06-03T06:56:17.51,
129167,20028.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129167.doc,2010-06-03T06:56:17.79,
129168,20027.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129168.doc,2010-06-03T06:56:18,
129169,19983.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129169.doc,2010-06-03T06:56:18.203,
129170,19502.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129170.doc,2010-06-03T06:56:18.397,
129171,19501.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129171.doc,2010-06-03T06:56:18.587,
129172,19500.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129172.doc,2010-06-03T06:56:18.823,
129173,19090.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129173.doc,2010-06-03T06:56:19.01,
129174,19087.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129174.doc,2010-06-03T06:56:19.227,
129175,18589.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129175.doc,2010-06-03T06:56:19.433,
129176,18588.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129176.doc,2010-06-03T06:56:19.65,
129177,18583.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129177.doc,2010-06-03T06:56:19.873,
129178,18011.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129178.doc,2010-06-03T06:56:20.073,
129179,18010.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129179.doc,2010-06-03T06:56:20.277,
129180,18009.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129180.doc,2010-06-03T06:56:20.487,
129181,17873.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129181.doc,2010-06-03T06:56:20.69,
129182,17681.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129182.doc,2010-06-03T06:56:20.923,
129183,17618.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129183.doc,2010-06-03T06:56:21.113,
129184,17230.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc,2010-06-03T06:56:21.337,
129185,17228.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129185.doc,2010-06-03T06:56:21.54,
129045,93644.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129045.doc,2010-06-03T06:55:52.443,
129047,93642.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129047.doc,2010-06-03T06:55:52.88,
129048,89538.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129048.doc,2010-06-03T06:55:53.093,
129050,89536.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129050.doc,2010-06-03T06:55:53.487,
129051,88883.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129051.doc,2010-06-03T06:55:53.673,
129052,88882.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129052.doc,2010-06-03T06:55:53.877,
129053,88881.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129053.doc,2010-06-03T06:55:54.08,
129054,88289.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129054.doc,2010-06-03T06:55:54.27,
129055,88288.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129055.doc,2010-06-03T06:55:54.477,
129056,88287.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129056.doc,2010-06-03T06:55:54.697,
129057,87999.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129057.doc,2010-06-03T06:55:54.897,
129058,87944.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129058.doc,2010-06-03T06:55:55.113,
129059,87784.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129059.doc,2010-06-03T06:55:55.303,
129060,87168.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129060.doc,2010-06-03T06:55:55.5,
129061,87167.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129061.doc,2010-06-03T06:55:55.713,
129062,87166.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129062.doc,2010-06-03T06:55:55.903,
129063,86814.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129063.doc,2010-06-03T06:55:56.09,
129064,86498.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129064.doc,2010-06-03T06:55:56.277,
129065,86497.0,28.0,דברי הכנסת,1.0,DOC,https://fs.knesset.gov.il//16/Plenum/16_ptm_129065.doc,2010-06-03T06:55:56.483,
