DocumentBillID,BillID,GroupTypeID,GroupTypeDesc,ApplicationID,ApplicationDesc,FilePath,LastUpdatedDate
79842,180563,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78323.doc,2010-06-02T21:27:22.643
79843,180563,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78324.doc,2010-06-02T21:27:22.8
79844,180563,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78325.doc,2010-06-02T21:27:23
79845,180563,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78326.doc,2010-06-02T21:27:23.157
79847,180571,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78328.doc,2010-06-02T21:27:23.47
79848,180571,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78329.doc,2010-06-02T21:27:23.617
79850,180573,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78331.doc,2010-06-02T21:27:23.923
79851,180573,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78332.doc,2010-06-02T21:27:24.067
79854,180590,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78335.doc,2010-06-02T21:27:24.533
79855,180590,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78336.doc,2010-06-02T21:27:24.677
79857,180590,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78338.doc,2010-06-02T21:27:25
79866,180631,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78347.doc,2010-06-02T21:27:26.447
79867,180631,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78348.doc,2010-06-02T21:27:26.6
79872,180646,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78353.doc,2010-06-02T21:27:27.407
79874,180657,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78355.doc,2010-06-02T21:27:27.707
79875,180657,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78356.doc,2010-06-02T21:27:27.85
79879,180671,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78360.doc,2010-06-02T21:27:28.437
79365,177148,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77846.doc,2010-06-02T21:26:06.04
79366,177148,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77847.doc,2010-06-02T21:26:06.2
79369,177148,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77850.doc,2010-06-02T21:26:06.687
79371,177149,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77852.doc,2010-06-02T21:26:07.02
79373,177150,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77854.doc,2010-06-02T21:26:07.33
79376,177152,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77857.doc,2010-06-02T21:26:07.813
79377,177153,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77858.doc,2010-06-02T21:26:07.987
79378,177153,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77859.doc,2010-06-02T21:26:08.14
79381,177155,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77862.doc,2010-06-02T21:26:08.603
79382,177155,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77863.doc,2010-06-02T21:26:08.757
79383,177155,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77864.doc,2010-06-02T21:26:08.913
79385,177155,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77866.doc,2010-06-02T21:26:09.24
79388,177205,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77869.doc,2010-06-02T21:26:09.75
79389,177205,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77870.doc,2010-06-02T21:26:09.897
79390,177205,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77871.doc,2010-06-02T21:26:10.043
79394,177248,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77875.doc,2010-06-02T21:26:10.71
79396,177248,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77877.doc,2010-06-02T21:26:11.02
79397,177248,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77878.doc,2010-06-02T21:26:11.177
79399,177261,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77880.doc,2010-06-02T21:26:11.497
79402,177268,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77883.doc,2010-06-02T21:26:11.987
79403,177268,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77884.doc,2010-06-02T21:26:12.157
79405,177268,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77886.doc,2010-06-02T21:26:12.5
79406,177268,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77887.doc,2010-06-02T21:26:12.657
79410,177288,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77891.doc,2010-06-02T21:26:13.3
79411,177288,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77892.doc,2010-06-02T21:26:13.447
79413,177303,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77894.doc,2010-06-02T21:26:13.783
79417,177320,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77898.doc,2010-06-02T21:26:14.42
79419,177325,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77900.doc,2010-06-02T21:26:14.733
79421,177326,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77902.doc,2010-06-02T21:26:15.06
79425,177330,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77906.doc,2010-06-02T21:26:15.707
79427,177331,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77908.doc,2010-06-02T21:26:16
79428,177332,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77909.doc,2010-06-02T21:26:16.167
79430,177332,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77911.doc,2010-06-02T21:26:16.507
79432,177332,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77913.doc,2010-06-02T21:26:16.833
79435,177334,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77916.doc,2010-06-02T21:26:17.327
79437,177335,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77918.doc,2010-06-02T21:26:17.653
79443,177512,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77924.doc,2010-06-02T21:26:18.647
79445,177514,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77926.doc,2010-06-02T21:26:18.937
79446,177517,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77927.doc,2010-06-02T21:26:19.08
79449,177521,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77930.doc,2010-06-02T21:26:19.543
79450,177521,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77931.doc,2010-06-02T21:26:19.697
79451,177525,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77932.doc,2010-06-02T21:26:19.867
79453,177528,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77934.doc,2010-06-02T21:26:20.17
79458,177614,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77939.doc,2010-06-02T21:26:20.94
79459,177623,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77940.doc,2010-06-02T21:26:21.097
79462,177652,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77943.doc,2010-06-02T21:26:21.573
79465,177722,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77946.doc,2010-06-02T21:26:22.047
79474,177793,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77955.doc,2010-06-02T21:26:23.503
79477,177801,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77958.doc,2010-06-02T21:26:24.033
79482,177827,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77963.doc,2010-06-02T21:26:24.87
79484,177828,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77965.doc,2010-06-02T21:26:25.187
79487,177839,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77968.doc,2010-06-02T21:26:25.65
79489,177839,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77970.doc,2010-06-02T21:26:25.94
79490,177839,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77971.doc,2010-06-02T21:26:26.11
79496,177900,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77977.doc,2010-06-02T21:26:27.027
79500,177932,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77981.doc,2010-06-02T21:26:27.643
79501,177932,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77982.doc,2010-06-02T21:26:27.803
79504,177944,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77985.doc,2010-06-02T21:26:28.277
79507,177945,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77988.doc,2010-06-02T21:26:28.78
79511,177953,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77992.doc,2010-06-02T21:26:29.427
79512,177953,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77993.doc,2010-06-02T21:26:29.57
79519,177970,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78000.doc,2010-06-02T21:26:30.693
79521,177971,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78002.doc,2010-06-02T21:26:30.99
79523,177973,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78004.doc,2010-06-02T21:26:31.327
79538,178050,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78019.doc,2010-06-02T21:26:33.72
79539,178050,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78020.doc,2010-06-02T21:26:33.867
79542,178106,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78023.doc,2010-06-02T21:26:34.333
79548,178253,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78029.doc,2010-06-02T21:26:35.213
79550,178263,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78031.doc,2010-06-02T21:26:35.5
79552,178263,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78033.doc,2010-06-02T21:26:35.797
79553,178263,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78034.doc,2010-06-02T21:26:35.94
79556,178311,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78037.doc,2010-06-02T21:26:36.403
79559,178352,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78040.doc,2010-06-02T21:26:36.897
79560,178352,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78041.doc,2010-06-02T21:26:37.05
79566,178389,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78047.doc,2010-06-02T21:26:38.02
79567,178389,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78048.doc,2010-06-02T21:26:38.173
79568,178389,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78049.doc,2010-06-02T21:26:38.32
79570,178389,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78051.doc,2010-06-02T21:26:38.65
79573,178404,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78054.doc,2010-06-02T21:26:39.15
79577,178410,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78058.doc,2010-06-02T21:26:39.8
79581,178462,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78062.doc,2010-06-02T21:26:40.44
79585,178477,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78066.doc,2010-06-02T21:26:41.037
79587,178478,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78068.doc,2010-06-02T21:26:41.327
79592,178499,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78073.doc,2010-06-02T21:26:42.093
79594,178509,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78075.doc,2010-06-02T21:26:42.383
79600,178538,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78081.doc,2010-06-02T21:26:43.33
79602,178611,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78083.doc,2010-06-02T21:26:43.657
79603,178615,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78084.doc,2010-06-02T21:26:43.82
79605,178615,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78086.doc,2010-06-02T21:26:44.12
79606,178615,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78087.doc,2010-06-02T21:26:44.293
79607,178615,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78088.doc,2010-06-02T21:26:44.463
79609,178619,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78090.doc,2010-06-02T21:26:44.793
79611,178619,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78092.doc,2010-06-02T21:26:45.1
79613,178627,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78094.doc,2010-06-02T21:26:45.43
79615,178656,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78096.doc,2010-06-02T21:26:45.777
79616,178656,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78097.doc,2010-06-02T21:26:45.953
79618,178665,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78099.doc,2010-06-02T21:26:46.327
79620,178666,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78101.doc,2010-06-02T21:26:46.62
79623,178669,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78104.doc,2010-06-02T21:26:47.087
79624,178669,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78105.doc,2010-06-02T21:26:47.233
78927,144562,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77408.doc,2010-06-02T21:24:55.647
78935,144588,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77416.doc,2010-06-02T21:24:57.193
78936,144588,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77417.doc,2010-06-02T21:24:57.38
78939,144589,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77420.doc,2010-06-02T21:24:57.923
78944,144604,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77425.doc,2010-06-02T21:24:58.7
78946,144605,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77427.doc,2010-06-02T21:24:59.013
78948,144605,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77429.doc,2010-06-02T21:24:59.327
78949,144605,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77430.doc,2010-06-02T21:24:59.483
78951,144607,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77432.doc,2010-06-02T21:24:59.793
78952,144607,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77433.doc,2010-06-02T21:24:59.963
78957,144647,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77438.doc,2010-06-02T21:25:00.773
78959,144649,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77440.doc,2010-06-02T21:25:01.083
78967,144663,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77448.doc,2010-06-02T21:25:02.4
78977,144852,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77458.doc,2010-06-02T21:25:03.97
78978,144852,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77459.doc,2010-06-02T21:25:04.13
78985,144960,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77466.doc,2010-06-02T21:25:05.253
78990,144988,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77471.doc,2010-06-02T21:25:06.1
78992,144988,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77473.doc,2010-06-02T21:25:06.407
79000,145098,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77481.doc,2010-06-02T21:25:07.687
79014,145214,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77495.doc,2010-06-02T21:25:09.827
79016,145215,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77497.doc,2010-06-02T21:25:10.107
79017,145215,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77498.doc,2010-06-02T21:25:10.25
79029,145256,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77510.doc,2010-06-02T21:25:12.117
79030,145256,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77511.doc,2010-06-02T21:25:12.293
79031,145256,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77512.doc,2010-06-02T21:25:12.48
79034,145257,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77515.doc,2010-06-02T21:25:12.947
79035,145257,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77516.doc,2010-06-02T21:25:13.113
79039,145262,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77520.doc,2010-06-02T21:25:13.703
79042,145270,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77523.doc,2010-06-02T21:25:14.15
79043,145270,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77524.doc,2010-06-02T21:25:14.293
79045,145272,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77526.doc,2010-06-02T21:25:14.593
79047,145273,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77528.doc,2010-06-02T21:25:14.887
79048,145273,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77529.doc,2010-06-02T21:25:15.087
79049,145289,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77530.doc,2010-06-02T21:25:15.233
79054,145294,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77535.doc,2010-06-02T21:25:16.047
79055,145294,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77536.doc,2010-06-02T21:25:16.19
79074,145448,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77555.doc,2010-06-02T21:25:19.113
79083,145459,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77564.doc,2010-06-02T21:25:20.613
79086,145461,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77567.doc,2010-06-02T21:25:21.093
79088,145461,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77569.doc,2010-06-02T21:25:21.403
79096,145492,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77577.doc,2010-06-02T21:25:22.663
79103,145503,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77584.doc,2010-06-02T21:25:23.823
79117,145732,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77598.doc,2010-06-02T21:25:26.123
79125,145969,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77606.doc,2010-06-02T21:25:27.37
79130,146325,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77611.doc,2010-06-02T21:25:28.15
79131,146325,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77612.doc,2010-06-02T21:25:28.31
79140,146453,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77621.doc,2010-06-02T21:25:29.76
79141,146453,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77622.doc,2010-06-02T21:25:29.913
79151,146644,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77632.doc,2010-06-02T21:25:31.483
79168,146739,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77649.doc,2010-06-02T21:25:34.287
79169,146739,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77650.doc,2010-06-02T21:25:34.433
79173,146742,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77654.doc,2010-06-02T21:25:35.06
79198,174909,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77679.doc,2010-06-02T21:25:39.103
79204,175064,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77685.doc,2010-06-02T21:25:40.063
79209,175478,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77690.doc,2010-06-02T21:25:40.84
79232,176075,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77713.doc,2010-06-02T21:25:44.5
79238,176268,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77719.doc,2010-06-02T21:25:45.54
79240,176268,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77721.doc,2010-06-02T21:25:45.847
79241,176268,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77722.doc,2010-06-02T21:25:45.997
79248,176426,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77729.doc,2010-06-02T21:25:47.107
79250,176453,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77731.doc,2010-06-02T21:25:47.413
79253,176559,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77734.doc,2010-06-02T21:25:47.883
79259,176612,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77740.doc,2010-06-02T21:25:48.873
79261,176615,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_77742.doc,2010-06-02T21:25:49.197
79262,176615,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77743.doc,2010-06-02T21:25:49.363
79265,176675,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77746.doc,2010-06-02T21:25:49.867
79268,176684,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _77749.doc,2010-06-02T21:25:50.397
