DocumentBillID,BillID,GroupTypeID,GroupTypeDesc,ApplicationID,ApplicationDesc,FilePath,LastUpdatedDate
80136,181889,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78617.doc,2010-06-02T21:28:09.69
80137,181891,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78618.doc,2010-06-02T21:28:09.87
80138,181891,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78619.doc,2010-06-02T21:28:10.05
80141,181893,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78622.doc,2010-06-02T21:28:10.513
80144,181897,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78625.doc,2010-06-02T21:28:10.957
80146,181901,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78627.doc,2010-06-02T21:28:11.257
80148,181901,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78629.doc,2010-06-02T21:28:11.55
80149,181906,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78630.doc,2010-06-02T21:28:11.71
80150,181906,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78631.doc,2010-06-02T21:28:11.857
80152,181943,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78633.doc,2010-06-02T21:28:12.163
80155,181969,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78636.doc,2010-06-02T21:28:12.603
80156,181969,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78637.doc,2010-06-02T21:28:12.75
80158,181969,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78639.doc,2010-06-02T21:28:13.063
80162,181997,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78643.doc,2010-06-02T21:28:13.74
80165,181999,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78646.doc,2010-06-02T21:28:14.22
80167,182001,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78648.doc,2010-06-02T21:28:14.513
80170,182046,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78651.doc,2010-06-02T21:28:14.993
79626,178686,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78107.doc,2010-06-02T21:26:47.54
79629,178693,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78110.doc,2010-06-02T21:26:48.047
79630,178693,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78111.doc,2010-06-02T21:26:48.19
79632,178726,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78113.doc,2010-06-02T21:26:48.5
79633,178727,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78114.doc,2010-06-02T21:26:48.66
79636,178749,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78117.doc,2010-06-02T21:26:49.15
79637,178749,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78118.doc,2010-06-02T21:26:49.333
79639,178787,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78120.doc,2010-06-02T21:26:49.677
79641,178788,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78122.doc,2010-06-02T21:26:50.013
79645,178863,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78126.doc,2010-06-02T21:26:50.617
79646,178863,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78127.doc,2010-06-02T21:26:50.8
79647,178863,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78128.doc,2010-06-02T21:26:50.983
79649,178945,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78130.doc,2010-06-02T21:26:51.32
79651,179031,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78132.doc,2010-06-02T21:26:51.627
79659,179142,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78140.doc,2010-06-02T21:26:53.003
79662,179159,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78143.doc,2010-06-02T21:26:53.467
79665,179182,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78146.doc,2010-06-02T21:26:53.93
79667,179211,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78148.doc,2010-06-02T21:26:54.25
79669,179215,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78150.doc,2010-06-02T21:26:54.573
79675,179222,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78156.doc,2010-06-02T21:26:55.587
79677,179226,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78158.doc,2010-06-02T21:26:55.95
79678,179226,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78159.doc,2010-06-02T21:26:56.103
79681,179226,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78162.doc,2010-06-02T21:26:56.59
79682,179226,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78163.doc,2010-06-02T21:26:56.75
79685,179234,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78166.doc,2010-06-02T21:26:57.227
79689,179248,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78170.doc,2010-06-02T21:26:57.87
79691,179249,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78172.doc,2010-06-02T21:26:58.24
79692,179249,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78173.doc,2010-06-02T21:26:58.4
79694,179250,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78175.doc,2010-06-02T21:26:58.737
79696,179266,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78177.doc,2010-06-02T21:26:59.033
79698,179277,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78179.doc,2010-06-02T21:26:59.343
79699,179277,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78180.doc,2010-06-02T21:26:59.49
79700,179277,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78181.doc,2010-06-02T21:26:59.64
79701,179277,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78182.doc,2010-06-02T21:26:59.797
79704,179281,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78185.doc,2010-06-02T21:27:00.32
79705,179281,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78186.doc,2010-06-02T21:27:00.46
79709,179362,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78190.doc,2010-06-02T21:27:01.137
79710,179362,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78191.doc,2010-06-02T21:27:01.313
79713,179414,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78194.doc,2010-06-02T21:27:01.773
79716,179440,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78197.doc,2010-06-02T21:27:02.313
79718,179440,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78199.doc,2010-06-02T21:27:02.613
79719,179449,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78200.doc,2010-06-02T21:27:02.77
79721,179449,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78202.doc,2010-06-02T21:27:03.123
79725,179482,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78206.doc,2010-06-02T21:27:03.77
79727,179492,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78208.doc,2010-06-02T21:27:04.103
79729,179518,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78210.doc,2010-06-02T21:27:04.4
79730,179518,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78211.doc,2010-06-02T21:27:04.57
79732,179533,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78213.doc,2010-06-02T21:27:04.89
79737,179694,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78218.doc,2010-06-02T21:27:05.627
79739,179734,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78220.doc,2010-06-02T21:27:05.947
79742,179827,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78223.doc,2010-06-02T21:27:06.4
79744,179830,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78225.doc,2010-06-02T21:27:06.697
79746,179840,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78227.doc,2010-06-02T21:27:07.037
79748,179847,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78229.doc,2010-06-02T21:27:07.35
79750,179847,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78231.doc,2010-06-02T21:27:07.677
79755,179859,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78236.doc,2010-06-02T21:27:08.42
79757,179889,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78238.doc,2010-06-02T21:27:08.713
79765,179927,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78246.doc,2010-06-02T21:27:10.02
79766,179927,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78247.doc,2010-06-02T21:27:10.167
79769,179927,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78250.doc,2010-06-02T21:27:10.65
79771,179929,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78252.doc,2010-06-02T21:27:10.99
79776,179939,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78257.doc,2010-06-02T21:27:11.86
79777,179939,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78258.doc,2010-06-02T21:27:12.007
79778,179939,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78259.doc,2010-06-02T21:27:12.187
79785,179950,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78266.doc,2010-06-02T21:27:13.323
79789,179968,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78270.doc,2010-06-02T21:27:13.97
79791,179970,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78272.doc,2010-06-02T21:27:14.28
79792,179970,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78273.doc,2010-06-02T21:27:14.437
79794,179970,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78275.doc,2010-06-02T21:27:14.79
79796,179977,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78277.doc,2010-06-02T21:27:15.137
79798,180080,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78279.doc,2010-06-02T21:27:15.51
79800,180089,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78281.doc,2010-06-02T21:27:15.827
79810,180202,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78291.doc,2010-06-02T21:27:17.453
79813,180210,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78294.doc,2010-06-02T21:27:17.907
79815,180213,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78296.doc,2010-06-02T21:27:18.287
79817,180215,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78298.doc,2010-06-02T21:27:18.597
79824,180238,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78305.doc,2010-06-02T21:27:19.767
79825,180238,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78306.doc,2010-06-02T21:27:19.913
79830,180393,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78311.doc,2010-06-02T21:27:20.703
79832,180410,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78313.doc,2010-06-02T21:27:21.057
79833,180469,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78314.doc,2010-06-02T21:27:21.2
79835,180469,15,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il//17/law/17_ls_ptk_78316.doc,2010-06-02T21:27:21.523
79836,180469,1,הצעת חוק לדיון מוקדם,1,DOC,https://fs.knesset.gov.il//17/law/17_lst  _78317.doc,2010-06-02T21:27:21.71
