doc,error
"{'DocumentBillID': '146791', 'BillID': 324970, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145273.doc', 'LastUpdatedDate': '2010-08-05T17:33:26.44'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145273.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FC9310>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146792', 'BillID': 324986, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145274.doc', 'LastUpdatedDate': '2010-08-05T17:33:26.573'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145274.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FCB350>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146797', 'BillID': 324997, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145279.doc', 'LastUpdatedDate': '2010-08-05T17:33:27.26'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145279.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FF1310>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146799', 'BillID': 325019, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145281.doc', 'LastUpdatedDate': '2010-08-05T17:33:27.52'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145281.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FF3290>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146801', 'BillID': 325026, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145283.doc', 'LastUpdatedDate': '2010-08-05T17:33:27.78'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145283.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FDD290>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146808', 'BillID': 325066, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145290.doc', 'LastUpdatedDate': '2010-08-05T17:33:28.737'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145290.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FDF210>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146811', 'BillID': 325067, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145293.doc', 'LastUpdatedDate': '2010-08-05T17:33:29.153'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145293.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FC5250>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146812', 'BillID': 325068, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145294.doc', 'LastUpdatedDate': '2010-08-05T17:33:29.297'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145294.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FC7290>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146815', 'BillID': 325072, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145297.doc', 'LastUpdatedDate': '2010-08-05T17:33:29.7'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145297.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FB9550>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146819', 'BillID': 325079, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145301.doc', 'LastUpdatedDate': '2010-08-05T17:33:30.23'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145301.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FBB7D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146822', 'BillID': 325084, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145304.doc', 'LastUpdatedDate': '2010-08-05T17:33:30.637'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145304.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FADA90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146824', 'BillID': 325085, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145306.doc', 'LastUpdatedDate': '2010-08-05T17:33:30.9'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145306.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FAFD90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146828', 'BillID': 325093, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145310..doc', 'LastUpdatedDate': '2011-07-28T11:01:47.153'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145310..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FA5F50>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146830', 'BillID': 325094, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145312.doc', 'LastUpdatedDate': '2010-08-05T17:33:31.683'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145312.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FA0290>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146844', 'BillID': 325154, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145326.doc', 'LastUpdatedDate': '2010-08-05T17:33:33.567'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145326.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632FA2510>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146847', 'BillID': 325166, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145329.doc', 'LastUpdatedDate': '2010-08-05T17:33:33.963'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145329.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F98790>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146849', 'BillID': 325186, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst_145331.doc', 'LastUpdatedDate': '2011-09-26T12:11:08.473'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst_145331.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F9AA10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146852', 'BillID': 325188, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145334.doc', 'LastUpdatedDate': '2010-08-05T17:33:34.633'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145334.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F78CD0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146854', 'BillID': 325200, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145336..doc', 'LastUpdatedDate': '2011-03-01T11:30:06.88'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145336..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F7AF50>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146856', 'BillID': 325201, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145338.doc', 'LastUpdatedDate': '2010-08-05T17:33:35.173'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145338.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F75190>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146858', 'BillID': 325202, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145340.doc', 'LastUpdatedDate': '2010-08-05T17:33:35.437'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145340.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F773D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146861', 'BillID': 325209, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145343.doc', 'LastUpdatedDate': '2010-08-05T17:33:35.83'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145343.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F69650>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146863', 'BillID': 325210, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145345..doc', 'LastUpdatedDate': '2011-02-25T13:00:36.803'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145345..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F6B890>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146865', 'BillID': 325289, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145347.doc', 'LastUpdatedDate': '2010-08-05T17:33:36.353'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145347.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F59B10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146869', 'BillID': 325293, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145351.doc', 'LastUpdatedDate': '2010-08-05T17:33:36.903'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145351.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F5BD90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146872', 'BillID': 325313, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145354.doc', 'LastUpdatedDate': '2010-08-05T17:33:37.333'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145354.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F4A050>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146874', 'BillID': 325314, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145356.doc', 'LastUpdatedDate': '2010-08-05T17:33:37.603'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145356.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F38310>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146876', 'BillID': 325330, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145358.doc', 'LastUpdatedDate': '2010-08-05T17:33:37.877'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145358.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F3A550>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146878', 'BillID': 325357, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145360.doc', 'LastUpdatedDate': '2010-08-05T17:33:38.14'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145360.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F2C810>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146883', 'BillID': 325368, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145365.doc', 'LastUpdatedDate': '2010-08-05T17:33:38.83'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145365.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F2EB10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146886', 'BillID': 325381, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145368.doc', 'LastUpdatedDate': '2010-08-05T17:33:39.247'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145368.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F24DD0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146889', 'BillID': 325391, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145371.doc', 'LastUpdatedDate': '2010-08-05T17:33:39.663'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145371.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F26F90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146891', 'BillID': 325399, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145373.doc', 'LastUpdatedDate': '2010-08-05T17:33:39.93'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145373.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F8D210>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146893', 'BillID': 325439, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145375..doc', 'LastUpdatedDate': '2011-04-04T14:00:21.333'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145375..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013632F8F450>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146896', 'BillID': 325445, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145378.doc', 'LastUpdatedDate': '2010-08-05T17:33:40.603'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145378.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000136316DDE10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146898', 'BillID': 325446, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145380..doc', 'LastUpdatedDate': '2010-12-21T08:05:20.653'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145380..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000136316EFB90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146902', 'BillID': 325483, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145384.doc', 'LastUpdatedDate': '2010-08-05T17:33:41.427'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145384.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000136316EC790>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146906', 'BillID': 325517, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145388.doc', 'LastUpdatedDate': '2010-08-05T17:33:41.963'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145388.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013631702910>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146909', 'BillID': 325520, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145391.doc', 'LastUpdatedDate': '2010-08-05T17:33:42.367'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145391.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000136317037D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146910', 'BillID': 325522, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145392.doc', 'LastUpdatedDate': '2010-08-05T17:33:42.52'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145392.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000136317080D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146915', 'BillID': 325539, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145397.doc', 'LastUpdatedDate': '2010-08-05T17:33:43.233'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145397.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013631715310>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146917', 'BillID': 325544, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145399.doc', 'LastUpdatedDate': '2010-08-05T17:33:43.5'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145399.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013631715610>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146919', 'BillID': 325547, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145401.doc', 'LastUpdatedDate': '2010-08-05T17:33:43.753'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145401.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001363171F6D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '146923', 'BillID': 325556, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145405.doc', 'LastUpdatedDate': '2010-08-05T17:33:44.267'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145405.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001363171D410>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
