doc,error
"{'DocumentBillID': '147668', 'BillID': 328902, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146150.doc', 'LastUpdatedDate': '2010-08-05T17:35:58.293'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146150.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630C93050>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147671', 'BillID': 328916, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146153.doc', 'LastUpdatedDate': '2010-08-05T17:35:58.69'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146153.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D25290>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147679', 'BillID': 328966, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146161.doc', 'LastUpdatedDate': '2010-08-05T17:35:59.8'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146161.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D274D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147681', 'BillID': 328969, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146163..doc', 'LastUpdatedDate': '2010-09-19T11:01:07.727'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146163..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D1D750>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147683', 'BillID': 328981, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146165.doc', 'LastUpdatedDate': '2010-08-05T17:36:00.35'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146165.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D1F990>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147689', 'BillID': 329190, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146171.doc', 'LastUpdatedDate': '2010-08-05T17:36:01.157'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146171.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CD1B90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147692', 'BillID': 329207, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146174.doc', 'LastUpdatedDate': '2010-08-05T17:36:01.57'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146174.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CD3D90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147695', 'BillID': 329218, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146177.doc', 'LastUpdatedDate': '2010-08-05T17:36:01.987'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146177.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CDE010>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147698', 'BillID': 329234, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146180.doc', 'LastUpdatedDate': '2010-08-05T17:36:02.38'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146180.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D0C2D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147700', 'BillID': 329237, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146182.doc', 'LastUpdatedDate': '2010-08-05T17:36:02.643'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146182.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D0E4D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147702', 'BillID': 329238, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146184.doc', 'LastUpdatedDate': '2010-08-05T17:36:02.903'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146184.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D08750>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147706', 'BillID': 329258, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146188.doc', 'LastUpdatedDate': '2010-08-05T17:36:03.457'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146188.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D0A990>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147709', 'BillID': 329261, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146191.doc', 'LastUpdatedDate': '2010-08-05T17:36:03.863'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146191.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D44C50>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147710', 'BillID': 329271, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146192.doc', 'LastUpdatedDate': '2010-08-05T17:36:03.997'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146192.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D46E10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147713', 'BillID': 329276, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146195.doc', 'LastUpdatedDate': '2010-08-05T17:36:04.39'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146195.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D58FD0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147715', 'BillID': 329279, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146197.doc', 'LastUpdatedDate': '2010-08-05T17:36:04.657'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146197.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D5B210>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147716', 'BillID': 329301, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _146198.doc', 'LastUpdatedDate': '2010-08-05T17:36:04.803'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_146198.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D61490>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147341', 'BillID': 327654, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145823.doc', 'LastUpdatedDate': '2010-08-05T17:35:13.473'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145823.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630C2D390>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147344', 'BillID': 327674, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145826.doc', 'LastUpdatedDate': '2010-08-05T17:35:13.89'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145826.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630C45050>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147345', 'BillID': 327717, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145827.doc', 'LastUpdatedDate': '2010-08-05T17:35:14.023'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145827.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630C47390>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147348', 'BillID': 327719, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145830.doc', 'LastUpdatedDate': '2010-08-05T17:35:14.413'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145830.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630C87850>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147350', 'BillID': 327720, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145832..doc', 'LastUpdatedDate': '2011-07-03T00:28:43.437'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145832..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630C84610>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147352', 'BillID': 327721, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145834.doc', 'LastUpdatedDate': '2010-08-05T17:35:14.943'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145834.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CAB910>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147356', 'BillID': 327735, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145838.doc', 'LastUpdatedDate': '2010-08-05T17:35:15.463'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145838.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CAA0D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147358', 'BillID': 327737, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145840.doc', 'LastUpdatedDate': '2010-08-05T17:35:15.73'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145840.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CB0F90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147360', 'BillID': 327739, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145842.doc', 'LastUpdatedDate': '2010-08-05T17:35:16'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145842.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CB3A90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147365', 'BillID': 327743, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145847.doc', 'LastUpdatedDate': '2010-08-05T17:35:16.68'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145847.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CC56D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147367', 'BillID': 327744, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145849.doc', 'LastUpdatedDate': '2010-08-05T17:35:16.967'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145849.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CFAF10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147370', 'BillID': 327745, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145852.doc', 'LastUpdatedDate': '2010-08-05T17:35:17.387'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145852.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630CF8950>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147372', 'BillID': 327749, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145854.doc', 'LastUpdatedDate': '2010-08-05T17:35:17.653'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145854.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D053D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147376', 'BillID': 327753, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145858.doc', 'LastUpdatedDate': '2010-08-05T17:35:18.183'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145858.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D07C90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147378', 'BillID': 327754, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst_145860.doc', 'LastUpdatedDate': '2011-11-10T19:01:49.823'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst_145860.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D28590>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147382', 'BillID': 327756, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145864.doc', 'LastUpdatedDate': '2010-08-05T17:35:18.97'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145864.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D2B7D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147384', 'BillID': 327760, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145866.doc', 'LastUpdatedDate': '2010-08-05T17:35:19.227'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145866.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D32C10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147386', 'BillID': 327761, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145868.doc', 'LastUpdatedDate': '2010-08-05T17:35:19.487'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145868.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D30C50>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147388', 'BillID': 327776, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145870.doc', 'LastUpdatedDate': '2010-08-05T17:35:19.75'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145870.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D427D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147391', 'BillID': 327794, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145873.doc', 'LastUpdatedDate': '2010-08-05T17:35:20.187'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145873.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630BE5550>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147393', 'BillID': 327796, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145875.doc', 'LastUpdatedDate': '2010-08-05T17:35:20.503'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145875.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630BE4610>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147395', 'BillID': 327800, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145877.doc', 'LastUpdatedDate': '2010-08-05T17:35:20.83'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145877.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013619BEBF10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147397', 'BillID': 327862, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145879.doc', 'LastUpdatedDate': '2010-08-05T17:35:21.17'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145879.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B59D910>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147399', 'BillID': 327868, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145881.doc', 'LastUpdatedDate': '2010-08-05T17:35:21.48'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145881.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B5802D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147401', 'BillID': 327870, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145883.doc', 'LastUpdatedDate': '2010-08-05T17:35:21.81'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145883.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B638910>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147403', 'BillID': 327875, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145885.doc', 'LastUpdatedDate': '2010-08-05T17:35:22.133'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145885.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B630F90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '147406', 'BillID': 327878, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _145888.doc', 'LastUpdatedDate': '2010-08-05T17:35:22.583'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_145888.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B5A3D10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
